poly,avg_betcent
1,0.0002758328336910521
2,0.0003659961607407356
3,0.00022618450079057718
4,0.0005613741239059186
5,0.0019130738000392052
6,0.001296315046139748
7,0.0003977511032940072
8,0.02345808301932553
9,0.00018866991977187293
10,0.00030023382927771335
11,0.0003404739314317133
12,0.00047252212685154426
13,0.00034731515583775134
14,0.0005468127171878487
15,0.0005831628114517684
16,0.0005368757168166131
17,0.0005325699021895972
18,0.0010354491964301134
19,0.00038261177950442123
20,0.0002650561480823569
21,0.0006691848907275822
22,0.00041325598099035624
23,0.0010857288484163634
24,0.0013579325870381757
25,0.0011424624611666245
26,0.000584887118451166
27,0.004748920284351207
28,0.0016221370064503976
29,0.0002213640906740836
30,0.0017702798785568707
31,0.000287475963258045
32,0.003910667701591266
33,0.0002419607674877411
34,0.0023787100057669976
35,0.0015744347404300376
36,0.0007346525944634223
37,0.013626146576606312
38,0.0015888933486488596
39,0.001005752412086096
40,0.002938277653989237
41,0.0013212218004743852
42,0.007986686843723943
43,0.0017726700775549627
44,0.0008900158257831619
45,0.0009515120452259504
46,0.0013772648459230421
47,0.0008463696322401096
48,0.010806837106320674
49,0.001886725073708314
50,0.00019946758866214533
51,0.0008264103462877808
52,0.0005384997770618603
53,0.004570722224101249
54,0.0012145493102769173
55,0.0010103926496821966
56,0.0037522977748507273
57,0.0008971370294731271
58,0.01885838504645202
59,0.12422849040827942
60,0.0018787383045681908
61,0.02562160170874424
62,0.0009217756822684855
63,0.0023825824700338316
64,0.00021583218067439697
65,0.003641410903291515
66,0.0010674862458157903
67,0.0007598926618413292
68,0.0020716688935961724
69,0.002515213177187326
70,0.007085582148312608
71,0.014377181098816744
72,9.97075017438039e-05
73,0.004064748172752047
74,0.02379519473078726
75,0.002081621143064276
76,0.0014282368274445918
77,0.0049305020106035395
78,0.005357735992066309
79,0.017042471536784766
80,0.012764314182399214
81,0.001187787990063556
82,0.0012739240533075566
83,0.002014052014646426
84,0.0038670822350312904
85,0.03518941578330423
86,0.01701455484186043
87,0.0033778217771216245
88,0.0019287998525880832
89,0.0025008822563468438
90,0.006278732539610646
91,0.0004708257400229294
92,0.004054813199424531
93,0.009366066896962387
94,0.006336030625483529
95,0.0048911463199743065
96,0.03957663792022786
97,0.004075897416061156
98,0.0008252050443631352
99,0.05166875654393872
100,9.300470918255345e-05
101,0.00011750302004101362
102,0.0002281611512169656
103,0.000533324525791954
104,0.00015008563750876824
105,0.0002457557103613023
106,0.00033364327779266664
107,0.00020544952900841104
108,0.00040957178140502625
109,0.00016857619704554205
110,0.0006823088334328877
111,0.00043170564609651115
112,0.00010724640903063314
113,0.0004363250421675276
114,0.00026383196006375697
115,0.00011172894611676035
116,0.0003400933412406102
117,0.00029312187787232326
118,0.00039112044273005694
119,0.000360173980406851
120,0.00022011831765627238
121,0.00026619734952414327
122,0.0001323885230859988
123,0.00039110853581810796
124,0.0007734390432487843
125,0.00031399853751484574
126,0.0002658015290717672
127,0.00015755787124595107
128,0.0005609942927608498
129,0.00029378406082994753
130,0.0008027258476240838
131,0.0002187146245672841
132,0.0005604734242988639
133,0.00040834253313651585
134,0.0003362968075820898
135,0.0015208064307193627
136,0.0003090367247706457
137,0.00020382751882644606
138,0.0009698031902785006
139,0.000558201676433015
140,0.0019557992406868167
141,0.00037386478801241043
142,0.0006705421563569926
143,0.0005407373672924419
144,0.0010046939321170178
145,0.0006865506950754551
146,0.000755054120473512
147,0.0001964297242718753
148,0.00028185818943124067
149,0.000481641334370419
150,0.00014973242889579225
151,0.00019943740283957602
152,0.0003880179574264743
153,0.0005442197922020754
154,0.0007866395208762501
155,0.0005011183961474788
156,0.00023065414981612847
157,0.0011241118301819136
158,0.0004932718552786071
159,0.00022420973591898207
160,0.000594800093448827
161,0.00033312336347034475
162,0.00043496654273947533
163,0.00046008987269380004
164,0.0005504940738874645
165,0.001127344871631213
166,0.0001306147668185089
167,0.0009377064531108945
168,0.0002553734627694343
169,0.0005197600493589282
170,0.0004468369020029637
171,0.010329465809556477
172,0.00043500770803554665
173,0.00019719592291113675
174,0.00013503246210052954
175,0.001359063170914579
176,0.0002776321146642277
177,0.001104736231353891
178,0.0008386049382497697
179,0.00024884464885472474
180,0.000289806606421134
181,0.0002693611223475548
182,0.0002692966398758026
183,0.00047900202888209384
184,0.000913594382926065
185,0.00017301901524728177
186,0.0011894039441903345
187,0.00026189187286766106
188,0.0003610001318416792
189,0.002749778686557854
190,0.0002824287265664624
191,0.0003818785138434969
192,0.000492028431710659
193,0.00037884749833380665
194,0.0004583375705281284
195,0.0004543798076923469
196,0.002045219098666802
197,0.0008274981490642568
198,0.0006259601193433725
199,0.00046689391526306837
200,0.0010780203373122513
201,0.00042262518539206296
202,0.0008576327398143628
203,0.0005531998518370226
204,0.0012321222200781985
205,0.0005534571619239279
206,0.000665270700343511
207,0.0005695342657736813
208,0.0008589221995270066
209,0.0004323196003644063
210,0.0014308007097392648
211,0.002131596780269587
212,0.0005518829107707362
213,0.0010226586205947757
214,0.0006418525688267952
215,0.0004449253392980987
216,0.0015817346373259485
217,0.00048380061357914116
218,0.001327126831026881
219,0.009055483169623353
220,0.08449737956036364
221,0.0005928802380253745
222,0.0006121625374472326
223,0.0007140827896854372
224,0.006201011188081842
225,0.0032821888525374964
226,0.0011495956259029428
227,0.0042737790525003636
228,0.0009316433091501055
229,0.004107109249385173
230,0.0015308271847979142
231,0.02234640808888876
232,0.0006444585326175121
233,0.0023117781571996227
234,0.0007478334785329986
235,0.000559915348372759
236,0.0001631549836524321
237,0.0007658025851565359
238,0.00039625020521650883
239,0.0004371376824076628
240,0.0006126834997952265
241,0.0005650211760050267
242,0.0011340541578003264
243,0.00406108942600011
244,0.0007407545209136834
245,0.0012165641704453432
246,0.0035234498954613658
247,0.0008543691841860582
248,0.0007915517881914127
249,0.0013950731536418622
250,0.0013448186580880441
251,0.0005410719387392636
252,0.003907971539694275
253,0.0012959074355349215
254,0.0009958678615277269
255,0.0002712821137390374
256,0.0005398502930612066
257,0.0009472923951342118
258,0.00022207964898449605
259,0.0007249859463643023
260,0.0008781033833569331
261,0.0004801732888844014
262,0.002900216778408623
263,0.002599108481684694
264,0.005536495808125282
265,0.0045328510984629445
266,0.0006207671832414556
267,0.0009097321870782981
268,0.0015135291087605674
269,0.0010774838023914536
270,0.001841844074424275
271,0.0013411763305800062
272,0.0004240719548766608
273,0.006336432206655856
274,0.0054014096695521605
275,0.00258206262009242
276,0.0006980256500057363
277,0.0007865483921972509
278,0.0004511422193456536
279,0.0017202755777265327
280,0.0021539900131005096
281,0.0009996334101890448
282,0.0031150065561737265
283,0.016601910821152484
284,0.0044889923828489555
285,0.0036224463903417243
286,0.008028817949578982
287,0.008081979109421945
288,0.0021212518474441316
289,0.000770285034986742
290,0.0006063324423360169
291,0.000692689924032509
292,0.0005144417664934602
293,0.001042181123373764
294,0.002329982673704567
295,0.0005241495378170778
296,0.0005964249901284173
297,0.00028850115791791587
298,0.00026778691619352513
299,0.0006870302650820993
300,0.0026829724195071465
301,0.0005021269670279747
302,0.002580065995540342
303,0.007394428870159054
304,0.0017221537832699232
305,0.008677826836392072
306,0.0008123820845046253
307,0.004384076765347571
308,0.0003227911057599887
309,0.001488606706013019
310,0.0012979658950823389
311,0.001420799268179731
312,0.0005324232430303844
313,0.0006916460709506646
