poly,avg_pagerank
1,0.0017721941588519337
2,0.0011050380096743612
3,0.0011494866705845678
4,0.0011253604046492709
5,0.0024475298323048426
6,0.0019541631296701297
7,0.0014150903588863316
8,0.006198564019517137
9,0.0007436971290758872
10,0.00218050085851773
11,0.0010339355355722555
12,0.006855901944450624
13,0.0028449852716236597
14,0.0034004656767710147
15,0.0011550876040406022
16,0.006575801136324841
17,0.0018407211175930907
18,0.0041212153052174825
19,0.001484163936395229
20,0.0012842115418361666
21,0.0010349676661722612
22,0.0040569686945643195
23,0.0007545958981004361
24,0.0024041871832144756
25,0.003394603263423821
26,0.001799168589817169
27,0.005867424348989849
28,0.0037032803947611988
29,0.0015138297353918203
30,0.002528774861805929
31,0.0011687134416820707
32,0.0029024376890405697
33,0.0011062963909146157
34,0.0025600914663690614
35,0.0031078623928245293
36,0.0013194259950755302
37,0.006329072611354483
38,0.0019282331472210547
39,0.0019397285836170316
40,0.0015384287231191252
41,0.0023407539230029186
42,0.006196277033627994
43,0.0020154124233557084
44,0.0014964193298408123
45,0.0012313033149995848
46,0.0021305925288651727
47,0.0021859299600632794
48,0.00523138260913465
49,0.001997604432443455
50,0.0007941795913722921
51,0.0014633301141339415
52,0.0012175337627715651
53,0.0031989151504490444
54,0.0009477534823573423
55,0.0026436058860501194
56,0.0038421717963969463
57,0.0014063379149528274
58,0.006827109491148509
59,0.01726338152930892
60,0.0032644952008204177
61,0.006998343305136454
62,0.001458281373528719
63,0.0033283225200151324
64,0.000547615644234874
65,0.002637736750859071
66,0.0012235201931009058
67,0.0014376598047241645
68,0.0023284898716094005
69,0.0024504782547418494
70,0.004180041542266178
71,0.006576116451898596
72,0.0006591174422545425
73,0.0026616787141658877
74,0.00645532365525485
75,0.0021067881681430083
76,0.0011922459447008338
77,0.003834143315612696
78,0.0028309821219054863
79,0.005849146154953706
80,0.005330001471015412
81,0.0028653395650375057
82,0.0018284423796855712
83,0.002060118613912922
84,0.0030700653517173665
85,0.006640800772176855
86,0.005921432349340679
87,0.0029158638608620794
88,0.0015692018269202073
89,0.0018993790777989562
90,0.002854630288771353
91,0.0011298755545874168
92,0.002486427792050026
93,0.004122874000803917
94,0.0038274401086656803
95,0.004287444559048832
96,0.007712729147026055
97,0.0024044518050057037
98,0.0012489109748667127
99,0.010302742709788044
100,0.004030146651820045
101,0.002847619900292062
102,0.006302389533253526
103,0.0016646101843728566
104,0.0033003836291411195
105,0.002189445966903392
106,0.004413125533103063
107,0.004512402713123676
108,0.002342616119055533
109,0.006113051602636096
110,0.0012857923239917566
111,0.0010265039249896973
112,0.0055655167051874305
113,0.0018842772976219789
114,0.0038800327120451874
115,0.004259278905245658
116,0.0029029333907919772
117,0.0032543195621632477
118,0.001634876821613899
119,0.002339992819507463
120,0.0032286090044747664
121,0.0034360451890498274
122,0.0016283082246892468
123,0.0020839540804240358
124,0.0011398295868998395
125,0.00194678524118098
126,0.004165029942400505
127,0.00352936421695261
128,0.004166728324272374
129,0.0034272563874579226
130,0.0017440035760632807
131,0.0035753506172296738
132,0.002899997419309929
133,0.0028133612105584907
134,0.0018505056069482717
135,0.0013981234328722311
136,0.002109482933205202
137,0.0012619480493112252
138,0.005985835675035639
139,0.0011820141067088463
140,0.0072365782548852245
141,0.0030049908701812868
142,0.00583620802354808
143,0.002645269939426085
144,0.0034846620076782507
145,0.0047921902102021205
146,0.0056458431584486485
147,0.001463986656013249
148,0.0015427819605399549
149,0.0037312734673485572
150,0.0018269934443814902
151,0.0018239218643515019
152,0.0032847682277293015
153,0.002013348390856336
154,0.0012750805217066896
155,0.0035379759457926808
156,0.0017079434712009714
157,0.0027048106557739844
158,0.0022860411919162446
159,0.003440857456541306
160,0.0021317198539085418
161,0.0014843158495644981
162,0.005114473113495129
163,0.003996128118486127
164,0.0016662163299580395
165,0.0087489970861768
166,0.0019408910061240615
167,0.0022789767906858274
168,0.0006594137379292416
169,0.0011950475608131792
170,0.0029861796704320977
171,0.010796274924242441
172,0.0012592805207503207
173,0.0018975277953986718
174,0.0008121306493236904
175,0.007035111761055209
176,0.0014931861341548375
177,0.006502603321522414
178,0.002965623156969882
179,0.0024412767982807822
180,0.002110130043677465
181,0.0022596662748713596
182,0.0014843195308140043
183,0.003599312543149264
184,0.0047063235553664986
185,0.001978645948009233
186,0.006718986292936259
187,0.002181788796743855
188,0.0025138494893049814
189,0.007946107239241225
190,0.0020412620743432384
191,0.0033338041865784655
192,0.0016423766254663854
193,0.0021378949377146724
194,0.001703378811181455
195,0.0026824414875494715
196,0.006833235892790708
197,0.0028800896524725623
198,0.002121277070415238
199,0.0012741932641869705
200,0.0011257839864614121
201,0.0033897308962828184
202,0.0037945349516697556
203,0.0023347787063536414
204,0.003030203649844591
205,0.001766762656647393
206,0.0016495897235364262
207,0.005923225559494408
208,0.002611605441350376
209,0.0014549086502491562
210,0.000625856777484942
211,0.004304088041790351
212,0.003083555288451319
213,0.003232525107444812
214,0.0023504439460597893
215,0.0036877178977320307
216,0.003785307597147392
217,0.0013397411536745746
218,0.0010610048051997722
219,0.01045957191379173
220,0.022699966425839817
221,0.0008684557114094832
222,0.0020680456163162443
223,0.004803726200359896
224,0.008816754378940007
225,0.006522488191634625
226,0.0038545363570152147
227,0.0034463006325639524
228,0.002290733184753813
229,0.007425407012094377
230,0.004428504590331929
231,0.013369981027838707
232,0.002544933584644741
233,0.00299636799093629
234,0.001041775138840981
235,0.001070932133186715
236,0.0019239244112854326
237,0.0025451127920149827
238,0.0020372765763795792
239,0.0031216266314675442
240,0.004092049679838384
241,0.0010117040499311209
242,0.0010772243370412008
243,0.007529460999425042
244,0.0026587116465859894
245,0.0013930234356977877
246,0.002089517812120542
247,0.00274485140860602
248,0.002723135053546734
249,0.0024981950236305033
250,0.0034122440733282233
251,0.0037227690256445953
252,0.006716417424525463
253,0.0015719767521963014
254,0.0024176740896950286
255,0.0007877698192571588
256,0.001879923700410437
257,0.0023007204082839657
258,0.001435841771417241
259,0.0021436628008209852
260,0.00282798287508336
261,0.002496171111553669
262,0.00421801382802716
263,0.0024298114101574423
264,0.006598976861224503
265,0.0053475960904733125
266,0.0032189633649265838
267,0.0017225844747938142
268,0.002115687736982058
269,0.0015571206435827363
270,0.0032740743107390674
271,0.0034008757890708874
272,0.0014430612276893778
273,0.005900931423675162
274,0.004605315408666254
275,0.0018307257175334745
276,0.002112588229139136
277,0.002163550199737998
278,0.0021517583063317023
279,0.002344159855275341
280,0.0016309657129495
281,0.0011824377313682502
282,0.003937506955120584
283,0.0071641262452130875
284,0.005616516642282079
285,0.005207061540788918
286,0.007248616266040521
287,0.0077083967495738875
288,0.0029990894518905882
289,0.002382911912664981
290,0.0011589185336940222
291,0.001177028610278713
292,0.002730073592607815
293,0.00367256778660186
294,0.004191700431670088
295,0.002192247065158847
296,0.003258414718777229
297,0.0026028363664509814
298,0.0016447414437698233
299,0.0011389739351668773
300,0.003265494734548972
301,0.001124676205456515
302,0.003080163641549002
303,0.004277811495197841
304,0.0024768306973962134
305,0.005546671502012281
306,0.0031188692134526347
307,0.004861414263025306
308,0.0012005557148761059
309,0.002427404935383624
310,0.0018254105732157324
311,0.0033855451984310474
312,0.002434362353830552
313,0.002538319895557425
